Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 14:43,311742,809FDEE00,311742,809FDEE00,2875.29,US Dollar,2875.29,US Dollar,Reinvestment,0
2022/09/01 00:22,220,8032DF2A0,220,8032DF2A0,20132.03,US Dollar,20132.03,US Dollar,Reinvestment,0
2022/09/08 23:06,117143,8074C23A0,117304,8074C23F0,197551.04,Ruble,197551.04,Ruble,ACH,1
2022/09/01 12:03,13154,804F12D40,112064,804B96160,37103.71,Rupee,37103.71,Rupee,ACH,0
2022/09/01 19:37,2591,800982F00,3881,805DDF680,7039.73,Euro,7039.73,Euro,Cheque,0
2022/09/02 06:06,222,800051110,121,811BF5350,578.34,Saudi Riyal,578.34,Saudi Riyal,Credit Card,0
2022/09/01 03:06,28416,80A976C60,28416,80A976C60,1111.73,Australian Dollar,1111.73,Australian Dollar,Reinvestment,0
2022/09/03 01:22,70,1004286A8,15964,802955F60,34.74,Euro,34.74,Euro,Credit Card,1
2022/09/08 05:37,1292,8001F4270,13264,80224EEB0,1048.53,US Dollar,1048.53,US Dollar,Cheque,0
2022/09/01 07:48,12,80D4C6490,226041,80D4CF830,303.05,US Dollar,303.05,US Dollar,ACH,0
2022/09/05 01:08,117907,810DD01A0,18428,812736260,3341.06,Euro,3341.06,Euro,Cash,0
2022/09/04 19:18,18902,80A3957D0,1467,80ACCEB50,110.4,US Dollar,110.4,US Dollar,Cheque,0
2022/09/10 01:05,1292,801AFB530,13327,804893AC0,4309.31,US Dollar,4309.31,US Dollar,Cheque,0
2022/09/01 00:22,35657,805EF3100,14290,805EFBE70,1383.8,Euro,1383.8,Euro,ACH,0
2022/09/06 00:16,1292,800E8CA10,111631,804BD2B80,4729.75,US Dollar,4729.75,US Dollar,Credit Card,0
2022/09/08 10:31,224449,811E2ECE0,221527,813A24150,216.94,US Dollar,216.94,US Dollar,Cheque,0
2022/09/06 07:36,287,806122A30,7,80618CD40,20064.82,Ruble,20064.82,Ruble,Credit Card,0
2022/09/02 12:13,16643,8065138C0,229220,80BD57AD0,4284.92,Euro,4284.92,Euro,ACH,0
2022/09/07 20:40,24132,80A2B9670,130596,80D056620,17193.68,US Dollar,17193.68,US Dollar,Cash,0
2022/09/02 00:15,214,80BD2E8C0,1132,80C1CF890,7784.72,Mexican Peso,7784.72,Mexican Peso,Credit Card,0
2022/09/04 01:56,5175,802768590,13516,80354CDF0,1384.26,Euro,1384.26,Euro,Cheque,0
2022/09/02 20:30,225734,8095C7B20,125633,80986F8D0,181.76,Canadian Dollar,181.76,Canadian Dollar,Credit Card,0
2022/09/02 12:31,21831,8015C2750,3045,8015C28E0,26245.62,Euro,26245.62,Euro,ACH,1
2022/09/03 01:32,143598,8108DC0F0,143598,8108DC190,13191.34,Shekel,13191.34,Shekel,ACH,1
2022/09/02 11:53,1244,8070C4AE0,17907,807109540,46327.79,US Dollar,46327.79,US Dollar,ACH,1
2022/09/01 01:07,11030,8066C0C50,24869,80DCA94A0,1190.06,US Dollar,1190.06,US Dollar,Cheque,0
2022/09/01 00:12,353650,8139D7CE0,132445,8139C9C90,2593.46,US Dollar,2593.46,US Dollar,Cheque,0
2022/09/07 11:22,116843,806E1B6F0,701,8013F0350,1456.96,US Dollar,1456.96,US Dollar,ACH,1
2022/09/09 04:48,33477,8017A8000,3242,8017A80F0,162.64,US Dollar,162.64,US Dollar,ACH,0
2022/09/01 00:09,1467,800485140,1688,800E9C5D0,15048.68,US Dollar,15048.68,US Dollar,Credit Card,0
2022/09/08 14:34,1490,80029E4F0,23,80050D060,13.78,Euro,13.78,Euro,Cheque,0
2022/09/07 08:18,12797,80AACD940,12797,80AACD940,315.41,US Dollar,269.17,Euro,ACH,0
2022/09/02 10:57,12,80030C7F0,1490,80030D500,893.05,Euro,893.05,Euro,ACH,0
2022/09/09 11:18,70,100428660,1,8005A70C0,506.72,US Dollar,506.72,US Dollar,Cheque,0
2022/09/02 11:28,1490,8021B2AC0,4259,811053920,4189.4,Euro,4189.4,Euro,Cash,0
2022/09/01 00:10,11974,8019B5ED0,111443,807799C80,1106.61,US Dollar,1106.61,US Dollar,Credit Card,0
2022/09/09 11:10,22164,8011DE930,23885,803D41F20,3282.63,US Dollar,3282.63,US Dollar,Credit Card,0
2022/09/01 18:35,220,80FD297B0,217,80FDDD7D0,83.13,Shekel,83.13,Shekel,Cash,0
2022/09/06 05:21,13154,805D44950,112637,805D444A0,358770.21,Rupee,358770.21,Rupee,ACH,0
2022/09/05 18:07,14804,809CAD8A0,225690,80BD7F1A0,92778.84,Euro,92778.84,Euro,Cash,0
2022/09/07 12:41,14077,8051E8A30,14077,8051E8A30,47497346.12,Canadian Dollar,36001929.9,US Dollar,ACH,0
2022/09/04 10:13,239453,80E89AD30,240229,80E986EF0,26503.87,Swiss Franc,26503.87,Swiss Franc,Cheque,0
2022/09/06 16:45,1601,8017337A0,233564,80F2FD2C0,1889.33,US Dollar,1889.33,US Dollar,Credit Card,0
2022/09/10 00:56,10,8060CE0F0,16649,806113660,278175.1,Ruble,278175.1,Ruble,Credit Card,0
2022/09/06 20:37,210185,804159970,15,8043F9300,6648.18,Yen,6648.18,Yen,ACH,0
2022/09/09 18:57,70,100428978,39775,80FA87D90,1608.37,Swiss Franc,1608.37,Swiss Franc,Cheque,0
2022/09/08 21:28,1501,801B57870,234335,813BEE1E0,181391.02,Euro,181391.02,Euro,Cheque,0
2022/09/05 19:41,118,812D06150,249118,814965B00,25797.94,Saudi Riyal,25797.94,Saudi Riyal,ACH,1
2022/09/02 12:42,1,801949BB0,212156,804782EB0,21140090.57,Yen,21140090.57,Yen,Cheque,0
2022/09/09 04:52,11813,8012894E0,4403,8041D1780,1519.93,US Dollar,1519.93,US Dollar,Cheque,0
2022/09/12 16:26,210829,80DFF8490,1601,80340DCF0,6591.29,US Dollar,6591.29,US Dollar,ACH,1
2022/09/02 01:44,70,1004286A8,121415,80F29F3D0,1593.94,Euro,1593.94,Euro,Cheque,0
2022/09/06 06:44,12893,806A0EAE0,14387,8139E7F20,5160.78,US Dollar,5160.78,US Dollar,Credit Card,0
2022/09/02 20:25,214100,806051CD0,32405,80D540790,2992.6,Euro,2992.6,Euro,Credit Card,0
2022/09/01 21:27,1,808C3B5B0,1,808C3B5B0,535851.55,US Dollar,535851.55,US Dollar,Reinvestment,0
2022/09/05 12:30,70,100428660,28255,80BD47E30,293.82,US Dollar,293.82,US Dollar,Credit Card,0
2022/09/07 10:48,70,100428660,13145,80FBCD230,97.87,US Dollar,97.87,US Dollar,Cash,0
2022/09/02 16:30,70,100428660,132923,80D1FE970,697.0,US Dollar,697.0,US Dollar,Cheque,0
2022/09/02 12:18,70,100428858,24779,8091B0050,7887.39,Canadian Dollar,7887.39,Canadian Dollar,Cheque,0
2022/09/07 07:00,2991,80A77A6F0,25075,80A77D7C0,4493.08,US Dollar,4493.08,US Dollar,ACH,0
2022/09/03 00:03,12446,80605A660,12893,8059EA9B0,70.49,US Dollar,70.49,US Dollar,Credit Card,0
2022/09/02 23:18,150363,812CD9AF0,6129,813541010,56280.74,US Dollar,56280.74,US Dollar,Cheque,0
2022/09/07 01:48,3698,802088080,111443,804DEAB70,437.78,US Dollar,437.78,US Dollar,Credit Card,0
2022/09/01 00:25,1601,80A0C9B50,1601,80A0C9B50,9.99,US Dollar,9.99,US Dollar,Reinvestment,0
2022/09/05 15:31,2947,8023687E0,17732,81083E490,12.6,US Dollar,12.6,US Dollar,Credit Card,0
2022/09/02 22:12,2053,801800ED0,12,8022D4910,7153.85,US Dollar,7153.85,US Dollar,ACH,0
2022/09/06 20:16,112733,804F1FEA0,13029,804F1ADB0,45546514.74,Rupee,45546514.74,Rupee,Cheque,0
2022/09/05 18:54,3229,8019B2DA0,1412,801CA6C20,1332.37,US Dollar,1332.37,US Dollar,Cheque,0
2022/09/01 08:09,6625,808F12AE0,6625,808F12AE0,3114485.52,Euro,3114485.52,Euro,Reinvestment,0
2022/09/06 11:56,29,80CE35FF0,134920,80CF68370,938.21,Brazil Real,938.21,Brazil Real,Cheque,0
2022/09/10 12:59,22091,80813D810,116,80EAED430,13189.83,Swiss Franc,13189.83,Swiss Franc,ACH,1
2022/09/03 15:36,119,811C597B0,222,811B83280,2692.5,Saudi Riyal,2692.5,Saudi Riyal,ACH,1
2022/09/01 22:37,14011,80B62F650,3514,8124C3BC0,32.67,Euro,32.67,Euro,Credit Card,0
2022/09/05 01:53,222697,808D93BC0,222858,808DC0470,64.59,UK Pound,64.59,UK Pound,Cheque,0
2022/09/02 10:24,3123,8018DA770,11852,8111C2730,11181.12,Euro,11181.12,Euro,ACH,0
2022/09/02 23:59,11,800164FC0,23,8009EA030,918.17,Euro,918.17,Euro,Credit Card,0
2022/09/01 12:20,7,807688770,220504,807E0A9A0,2126.48,UK Pound,2126.48,UK Pound,Cheque,0
2022/09/10 19:22,7,8047AF8D0,7,804A46980,831650880.25,Rupee,831650880.25,Rupee,Cheque,0
2022/09/02 17:08,70,100428660,4503,806689690,9914.5,US Dollar,9914.5,US Dollar,Cheque,0
2022/09/01 00:18,138010,811ACF2B0,138010,811ACF2B0,537987.93,Euro,537987.93,Euro,Reinvestment,0
2022/09/09 02:17,326009,80B269B40,1124,80B26A070,162.88,US Dollar,162.88,US Dollar,Cheque,0
2022/09/01 00:04,28800,80D0AB8C0,28800,80D0AB8C0,40264.45,US Dollar,40264.45,US Dollar,Reinvestment,0
2022/09/08 20:35,15,803147C90,11687,804534270,8223984.95,Yen,8223984.95,Yen,Cheque,0
2022/09/09 12:07,8248,8035D5A00,9587,81095BC00,64741.47,Yuan,64741.47,Yuan,ACH,1
2022/09/03 04:34,22205,800E63060,21575,800E62200,4576.33,US Dollar,4576.33,US Dollar,ACH,0
2022/09/02 01:56,29404,80897A2F0,20898,8121D6FE0,74.74,US Dollar,74.74,US Dollar,Cheque,0
2022/09/01 17:37,33312,80133A640,33312,80133A640,92.71,US Dollar,92.71,US Dollar,Reinvestment,0
2022/09/09 03:53,323225,808762C40,21884,808761D50,28.01,UK Pound,28.01,UK Pound,Cheque,0
2022/09/06 18:58,701,80044DBF0,1420,8006AB1D0,836.66,US Dollar,836.66,US Dollar,Cheque,0
2022/09/01 07:25,226391,809A45110,25113,809A6FA20,73.26,Canadian Dollar,73.26,Canadian Dollar,Cash,0
2022/09/06 05:13,15916,805723320,115159,8089879F0,18202.34,US Dollar,18202.34,US Dollar,Cheque,0
2022/09/09 22:20,231490,810F9DE00,114674,8112F3F80,84.75,US Dollar,84.75,US Dollar,Credit Card,0
2022/09/08 19:14,27288,805AF0650,14663,805AF1010,420.37,Euro,420.37,Euro,ACH,1
2022/09/09 04:49,1198,80FD34050,119,80FD803C0,31170.94,Shekel,31170.94,Shekel,Cheque,0
2022/09/09 00:06,19477,813D359E0,51283,814109C00,53179.5,Yuan,53179.5,Yuan,Cash,0
2022/09/01 23:08,1267,803001630,29944,804C0C5C0,3513.78,Yuan,3513.78,Yuan,Cash,0
2022/09/07 08:09,1244,801CC55D0,12719,80B5583B0,174.83,US Dollar,174.83,US Dollar,Credit Card,0
2022/09/08 15:06,3514,802695C50,29069,80BB35AE0,3083.4,Euro,3083.4,Euro,Credit Card,0
2022/09/08 11:27,231744,80C1898B0,17863,810C289B0,15113.51,Euro,15113.51,Euro,ACH,1
2022/09/06 07:02,12,8009A4130,13265,801684F10,839.38,Euro,839.38,Euro,Credit Card,0
2022/09/01 12:32,111121,81334C420,111121,81334C420,33.08,Euro,33.08,Euro,Reinvestment,0
2022/09/05 17:07,239692,80EA0B940,139793,80EDB64F0,2067997.34,Swiss Franc,2067997.34,Swiss Franc,Cheque,0
2022/09/04 07:25,1420,800CD7B80,6803,80397DC70,223.39,US Dollar,223.39,US Dollar,ACH,0
2022/09/01 23:36,15916,80BCBF5C0,15916,80BCBF5C0,3.21,US Dollar,3.21,US Dollar,Reinvestment,0
2022/09/03 22:15,6,80A4F8830,28237,80AF7D410,341.74,Australian Dollar,341.74,Australian Dollar,Credit Card,0
2022/09/10 20:32,2843,80072F6B0,2824,802266CF0,581.39,US Dollar,581.39,US Dollar,Cheque,0
2022/09/06 18:56,1457,800F36370,11813,800F52580,894.03,US Dollar,894.03,US Dollar,Credit Card,0
2022/09/01 00:25,213,80BEB9EC0,213,80BEB9EC0,146458.46,Mexican Peso,146458.46,Mexican Peso,Reinvestment,0
2022/09/03 04:08,21174,801D17140,16163,80A74A240,4607.42,US Dollar,4607.42,US Dollar,Credit Card,0
2022/09/09 09:32,1655,800D8EAA0,24811,801EB0F90,74.25,Euro,74.25,Euro,Cheque,0
2022/09/07 11:59,11904,801CF2210,4242,804DC7090,3478.36,US Dollar,3478.36,US Dollar,Cheque,0
2022/09/05 08:39,2627,800FFBE80,15447,80E61E880,28276.1,US Dollar,28276.1,US Dollar,Credit Card,0
2022/09/04 00:19,128558,80A9BA920,28,80B239520,60.46,Australian Dollar,60.46,Australian Dollar,Cheque,0
2022/09/08 12:24,7042,80305FB20,10642,807D357A0,2223.61,US Dollar,2223.61,US Dollar,Cheque,0
2022/09/10 22:35,20,800E14760,21381,8036BAD80,1032.11,Yuan,1032.11,Yuan,Cash,0
2022/09/01 09:27,27444,802C33330,11157,804235AA0,989.38,US Dollar,989.38,US Dollar,Credit Card,0
2022/09/08 11:15,1362,80075BC80,16535,812C7F830,245704.3,US Dollar,245704.3,US Dollar,ACH,0
2022/09/09 16:20,313429,808059B90,213704,80805DB20,151.07,US Dollar,151.07,US Dollar,Cheque,0
2022/09/07 16:58,222773,8085D1970,22957,8085D4AB0,1389.06,UK Pound,1389.06,UK Pound,ACH,1
2022/09/08 07:23,2991,807DCE360,6010,80B7FFA90,81.14,US Dollar,81.14,US Dollar,Cheque,0
2022/09/07 03:05,214529,80563EEC0,14838,805D83CE0,71458.37,Rupee,71458.37,Rupee,Cheque,0
2022/09/01 01:39,13659,8057A59A0,115958,8122AF840,881933.17,Rupee,881933.17,Rupee,Cash,0
2022/09/05 07:26,8,80906BEF0,26174,809D13520,2908778.3,Canadian Dollar,2908778.3,Canadian Dollar,Cheque,0
2022/09/01 19:52,70,1004286A8,25866,80474DCE0,18504.85,Euro,18504.85,Euro,Credit Card,0
2022/09/01 18:47,3,8095E7BA0,19818,80BD095B0,97216.03,Yuan,97216.03,Yuan,Cheque,0
2022/09/08 07:18,908,8007778D0,701,8013D0BE0,251.95,US Dollar,251.95,US Dollar,Credit Card,0
2022/09/02 13:19,43049,81017EE10,144639,8108D1EE0,20572.66,Shekel,20572.66,Shekel,Credit Card,0
2022/09/10 16:47,1688,801703570,225263,80E6BFD50,9402.67,US Dollar,9402.67,US Dollar,ACH,1
2022/09/07 09:00,12,8047A4F60,7,8049DC4C0,277365.29,Rupee,277365.29,Rupee,Cheque,0
2022/09/07 18:08,225,800052331,152416,813D3DC11,1.143158,Bitcoin,1.143158,Bitcoin,Bitcoin,0
2022/09/06 22:36,120438,80A538450,130219,80B83B040,1891.32,US Dollar,1891.32,US Dollar,Cash,0
2022/09/09 18:38,214322,80B523630,18460,80B5BD4D0,295.39,Euro,295.39,Euro,Wire,0
2022/09/09 19:14,15,800074C90,15,80382C2B0,22210.76,Yen,22210.76,Yen,Credit Card,0
2022/09/01 18:32,70,1004286A8,234222,812C29870,2574.41,Euro,2574.41,Euro,Cheque,0
2022/09/01 00:24,14387,808D26060,14387,808D26060,1078977.14,US Dollar,1078977.14,US Dollar,Reinvestment,0
2022/09/06 19:21,113,8106EE3B0,144225,8109153C0,127.26,Shekel,127.26,Shekel,Cash,0
2022/09/01 20:30,5627,8036BB8D0,23146,80CB05A50,23624.44,Yuan,23624.44,Yuan,Credit Card,0
2022/09/07 04:57,33456,80E1516E0,35852,810EE9B20,12532.46,US Dollar,12532.46,US Dollar,Cheque,0
2022/09/02 10:31,70,100428660,214615,80A4DB220,6638757.66,US Dollar,6638757.66,US Dollar,Cheque,0
2022/09/07 16:20,70,1004286A8,22806,8072D48B0,2710.76,Euro,2710.76,Euro,Credit Card,0
2022/09/09 20:52,1853,800EB70D0,21174,80127C4F0,533.57,US Dollar,533.57,US Dollar,Cheque,0
2022/09/05 15:26,29089,806C6F310,7478,80E29FEF0,241.16,US Dollar,241.16,US Dollar,ACH,0
2022/09/02 09:51,133452,80C617A60,33759,80CA17950,140830.99,Mexican Peso,140830.99,Mexican Peso,Cheque,0
2022/09/05 07:40,213952,808338D40,18097,80EF96640,51805.35,Yuan,51805.35,Yuan,ACH,1
2022/09/09 04:11,1068,806684180,27637,808986110,95.42,US Dollar,95.42,US Dollar,Credit Card,0
2022/09/09 00:30,142836,80FDC8BE0,243897,810A4A900,6768.72,Shekel,6768.72,Shekel,Credit Card,0
2022/09/01 00:08,31672,802A12430,31672,802A12430,3824.63,Euro,3824.63,Euro,Reinvestment,0
2022/09/07 12:40,11318,804C18220,6156,806778850,540.2,US Dollar,540.2,US Dollar,Cheque,0
2022/09/06 11:36,116,80DD9D7C0,239604,80E86FD90,42673.69,Swiss Franc,42673.69,Swiss Franc,Cheque,0
2022/09/01 07:24,228101,80A98B450,15,80AC74670,532.41,Australian Dollar,532.41,Australian Dollar,Cheque,0
2022/09/07 23:07,222,811DCE4E0,148389,811FF6590,11658.1,Saudi Riyal,11658.1,Saudi Riyal,Credit Card,0
2022/09/02 12:18,39775,80E9EEF30,138395,80E9EF930,3465.69,Swiss Franc,3465.69,Swiss Franc,ACH,1
2022/09/09 01:22,1457,8013987E0,23842,80353EA10,356.58,US Dollar,356.58,US Dollar,Cheque,0
2022/09/02 12:15,21381,802DA8920,4,803595C10,193280.95,Yuan,193280.95,Yuan,ACH,0
2022/09/09 01:00,28255,803E33A70,14077,8043CD1C0,110.91,US Dollar,110.91,US Dollar,Cheque,0
2022/09/06 19:50,12,80C9E3C50,234395,80C9DD860,4087.93,Mexican Peso,4087.93,Mexican Peso,ACH,0
2022/09/08 18:18,70,1004286A8,22775,813532370,3209.34,Euro,3209.34,Euro,Cash,0
2022/09/03 18:24,211050,80D1C0060,137917,81356F4A0,408.52,US Dollar,408.52,US Dollar,Credit Card,0
2022/09/04 21:32,214,80009E340,122055,8090A8010,16127.61,Canadian Dollar,16127.61,Canadian Dollar,Credit Card,0
2022/09/09 05:57,28317,80A89C390,28,80A963D70,33.68,Australian Dollar,33.68,Australian Dollar,Cheque,0
2022/09/06 05:42,5,8076DAFF0,23497,808E507A0,179.74,UK Pound,179.74,UK Pound,Cash,0
2022/09/03 00:22,131086,80C1FBB20,1132,80C1715C0,1005.07,Mexican Peso,1005.07,Mexican Peso,Credit Card,0
2022/09/10 02:54,16847,802AFE4E0,17769,805AC6170,291200.1,Euro,291200.1,Euro,Cash,0
2022/09/06 04:59,4503,80303CE30,6803,8032D4820,5692.59,US Dollar,5692.59,US Dollar,Credit Card,0
2022/09/06 07:42,142836,81036B730,245441,8114F92B0,16196.47,Shekel,16196.47,Shekel,Credit Card,0
2022/09/08 14:52,12719,80400F400,26024,811740360,139.1,US Dollar,139.1,US Dollar,Credit Card,0
2022/09/10 17:11,21918,801112050,6179,807CF4100,1717.93,US Dollar,1717.93,US Dollar,ACH,1
2022/09/02 07:12,21940,8070C1300,50012,8128C3740,253.18,US Dollar,253.18,US Dollar,Credit Card,0
2022/09/05 23:26,225,813709531,153827,8142DD2F1,0.435793,Bitcoin,0.435793,Bitcoin,Bitcoin,0
2022/09/06 17:22,8,8090D5320,225215,80957C840,230.09,Canadian Dollar,230.09,Canadian Dollar,Cheque,0
2022/09/07 00:38,15980,80247FC80,10,8024B6FB0,132.79,US Dollar,132.79,US Dollar,ACH,0
2022/09/01 00:10,337347,81452B5D0,337347,81452B5D0,666.58,US Dollar,666.58,US Dollar,Reinvestment,0
2022/09/01 14:36,138395,80EB2C6D0,138395,80EB2C6D0,239552.41,Swiss Franc,239552.41,Swiss Franc,Reinvestment,0
2022/09/09 17:21,2947,8034F43D0,18511,811CCBB50,18309.91,US Dollar,18309.91,US Dollar,ACH,1
2022/09/05 00:14,24850,80663D650,214100,808199BD0,9.98,Euro,9.98,Euro,Credit Card,0
2022/09/10 10:37,1198,80FD8BB10,142950,80FE52880,320139.17,Shekel,320139.17,Shekel,Cheque,0
2022/09/05 16:23,120292,807F851D0,121987,808DDE280,5615.23,UK Pound,5615.23,UK Pound,Credit Card,0
2022/09/08 17:11,2385,80191FA50,3698,806733250,46666.71,US Dollar,46666.71,US Dollar,Cheque,0
2022/09/05 07:14,908,800888EE0,16136,803251C10,12.1,US Dollar,12.1,US Dollar,Cheque,0
2022/09/06 22:58,21174,80078FAB0,21940,80176B110,495.6,US Dollar,495.6,US Dollar,Credit Card,0
2022/09/02 21:53,29251,804246450,16388,8044FB600,3121.91,Euro,3121.91,Euro,Credit Card,0
2022/09/06 17:44,26698,80BEDC260,26698,80C61B880,517.84,US Dollar,517.84,US Dollar,Cheque,0
2022/09/01 11:54,24132,8037DE9E0,24132,8037DE9E0,556.17,US Dollar,556.17,US Dollar,Reinvestment,0
2022/09/07 04:47,220541,807698FB0,22091,80813D7C0,50.49,UK Pound,50.49,UK Pound,Credit Card,0
2022/09/02 08:47,7042,805325DB0,219184,81146EED0,694.05,US Dollar,694.05,US Dollar,Credit Card,0
2022/09/09 16:41,25665,80970B9D0,126191,809D11500,1123562.74,Canadian Dollar,1123562.74,Canadian Dollar,ACH,0
2022/09/02 09:48,9665,803E0E4F0,9665,803FE9E40,8087.93,Yen,8087.93,Yen,Cheque,0
2022/09/09 11:21,49365,812A09D40,119,812A09CF0,51319.73,Saudi Riyal,51319.73,Saudi Riyal,ACH,1
2022/09/01 14:48,313212,8072C1D00,16586,8072C0750,0.03,US Dollar,0.03,US Dollar,Cheque,0
2022/09/10 12:48,148016,811C576F0,48526,811E29D20,2855.78,Saudi Riyal,2855.78,Saudi Riyal,Cheque,0
2022/09/06 00:01,70,1004288A0,29145,80AF830E0,5207.22,Australian Dollar,5207.22,Australian Dollar,Cheque,0
2022/09/09 21:27,241309,81211EC10,16388,81211ED00,559.33,Euro,559.33,Euro,ACH,1
