Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/10 04:23,21749,80154AAF0,11974,80192CF70,19848.07,US Dollar,19848.07,US Dollar,ACH,1
2022/09/07 05:29,19318,807E5BA60,128853,80E762610,570.08,Yuan,570.08,Yuan,Credit Card,0
2022/09/02 11:08,70,100428A51,53744,813C6F691,0.995281,Bitcoin,0.995281,Bitcoin,Bitcoin,1
2022/09/06 04:01,238845,80F499130,19535,80D655A00,15756.01,US Dollar,15756.01,US Dollar,ACH,1
2022/09/05 04:01,220,8003B9190,1124,8008BDDC0,903.51,US Dollar,903.51,US Dollar,Cheque,0
2022/09/01 19:09,21575,8028921C0,513,8028923F0,6681.57,US Dollar,6681.57,US Dollar,ACH,1
2022/09/09 06:23,118453,80AADBE80,118453,80AADBE80,211.23,Swiss Franc,230.85,US Dollar,ACH,0
2022/09/02 16:07,48309,811C599A0,119,811C597B0,796.07,Saudi Riyal,796.07,Saudi Riyal,ACH,1
2022/09/02 03:51,70,1004286A8,12004,811D01680,117478.75,Euro,117478.75,Euro,Cash,1
2022/09/01 00:20,1292,8005B8F70,1292,8005B8F70,93178.1,US Dollar,93178.1,US Dollar,Reinvestment,0
2022/09/03 01:56,220,80FD660D0,1198,80FE024C0,22.14,Shekel,22.14,Shekel,Credit Card,0
2022/09/02 23:43,221765,807EA10B0,221765,807FB4650,1502.04,UK Pound,1502.04,UK Pound,Cheque,0
2022/09/09 13:41,70,100428660,6129,803724140,33067.43,US Dollar,33067.43,US Dollar,Cheque,0
2022/09/06 18:15,24515,803131510,130425,80B43DFD0,195.98,US Dollar,195.98,US Dollar,Cheque,0
2022/09/06 12:28,254242,8142E2331,153706,8146FBBA1,0.014126,Bitcoin,0.014126,Bitcoin,Bitcoin,0
2022/09/01 14:00,6276,80D551FF0,6276,80D551FF0,3919.59,US Dollar,3919.59,US Dollar,Reinvestment,0
2022/09/02 19:17,212789,804D08440,15266,805BF0130,350398.14,Rupee,350398.14,Rupee,Cheque,0
2022/09/09 01:01,148389,811EDAA30,119,81235E8B0,16723.65,Saudi Riyal,16723.65,Saudi Riyal,ACH,1
2022/09/01 02:26,214621,806601C60,214621,806601C60,26201.96,US Dollar,26201.96,US Dollar,Reinvestment,0
2022/09/07 15:02,243614,81062E050,143496,810617860,37593.32,Shekel,37593.32,Shekel,ACH,1
2022/09/14 01:11,28,8000B8AB0,795,8007EC4D0,13701.3,US Dollar,13701.3,US Dollar,ACH,1
2022/09/09 15:20,34161,806942720,3514,806942310,349.15,Euro,349.15,Euro,ACH,0
2022/09/07 14:03,70,100428660,1,800057620,1619.79,US Dollar,1619.79,US Dollar,Cheque,1
2022/09/07 00:19,1547,803BCE770,410,800ECB540,16.59,Euro,16.59,Euro,Credit Card,0
2022/09/01 00:18,23,8013B16C0,23,8013B16C0,8.91,Euro,8.91,Euro,Reinvestment,0
2022/09/04 16:26,110,80CE0AD20,115,80CE0ADC0,36135.7,Brazil Real,36135.7,Brazil Real,ACH,1
2022/09/02 05:08,235509,80CE1D8B0,10,80CE4B580,16769.13,Brazil Real,16769.13,Brazil Real,Credit Card,0
2022/09/05 03:55,15,8039DD520,210261,80455D500,285057.17,Yen,285057.17,Yen,Cheque,0
2022/09/03 10:19,1674,800BDCFC0,3242,802ABCFA0,80798.46,US Dollar,80798.46,US Dollar,Cheque,0
2022/09/08 06:58,23842,8019C0990,701,80514DE20,13737.46,US Dollar,13737.46,US Dollar,ACH,1
2022/09/11 05:46,15863,807D147A0,1292,80AE68D00,2493.11,US Dollar,2493.11,US Dollar,ACH,1
2022/09/07 05:06,70,1004287C8,28,806666550,165552.7,Ruble,165552.7,Ruble,Credit Card,1
2022/09/05 09:14,30465,80DCDEA20,22062,808A3AF80,10074.3,Euro,10074.3,Euro,ACH,1
2022/09/10 03:50,222,812D127D0,50202,812D129C0,36309.01,Saudi Riyal,36309.01,Saudi Riyal,ACH,1
2022/09/07 07:33,14077,8017C4780,12,80BEC8340,277544.73,Mexican Peso,277544.73,Mexican Peso,ACH,1
2022/09/02 17:50,70,1004286A8,3655,80E2EDC30,19879.92,Euro,19879.92,Euro,Cheque,1
2022/09/08 08:02,22,800526C80,12,800288190,14134.54,Euro,14134.54,Euro,ACH,1
2022/09/07 12:51,30850,810FA0630,211,808476060,9286.52,UK Pound,9286.52,UK Pound,ACH,1
2022/09/09 21:49,70,100428978,240774,80F5197D0,43345.58,Swiss Franc,43345.58,Swiss Franc,Cheque,1
2022/09/07 18:23,8,809070070,19,809496420,3300.67,Canadian Dollar,3300.67,Canadian Dollar,Cheque,0
2022/09/08 05:48,225622,80B113F50,5627,80B1296D0,26178.66,Yuan,26178.66,Yuan,ACH,1
2022/09/04 23:41,245748,810F0D130,245558,810F0E390,12064.64,Shekel,12064.64,Shekel,ACH,1
2022/09/05 09:24,4766,8040A8FB0,2845,804E95B50,121853.09,US Dollar,121853.09,US Dollar,Cheque,0
2022/09/10 22:00,9129,80D7FA700,13327,80D7FBC70,203.1,US Dollar,203.1,US Dollar,ACH,1
2022/09/01 01:27,3242,801BF9690,22828,801BFA830,1609.83,US Dollar,1609.83,US Dollar,ACH,1
2022/09/07 13:05,119,811A76080,48681,811E4F090,5076.13,Saudi Riyal,5076.13,Saudi Riyal,Credit Card,0
2022/09/10 10:26,133826,8113D8850,120627,811AB7660,9577.84,US Dollar,9577.84,US Dollar,ACH,1
2022/09/09 04:08,70,100428660,7042,803AC08F0,5841.37,US Dollar,5841.37,US Dollar,Cheque,1
2022/09/01 00:16,24840,80FEFB690,24840,80FEFB690,9184.57,Euro,9184.57,Euro,Reinvestment,0
2022/09/09 23:29,117907,812E65790,32317,812E65830,3432.78,Euro,3432.78,Euro,ACH,1
2022/09/11 08:24,215186,80598ED20,8798,8054C12F0,2423.59,US Dollar,2423.59,US Dollar,ACH,1
2022/09/03 07:12,1547,800B952D0,15010,8051613A0,1763.73,Euro,1763.73,Euro,Cheque,0
2022/09/01 00:13,142836,811954B50,142836,811954B50,54.89,Shekel,54.89,Shekel,Reinvestment,0
2022/09/05 09:08,133452,80C980BB0,133590,80CBB1F30,14566.07,Mexican Peso,14566.07,Mexican Peso,Cheque,0
2022/09/02 17:02,249118,811EA7B80,27140,80331DE30,3525.56,Euro,3525.56,Euro,ACH,1
2022/09/03 08:54,2843,8005DB5B0,113523,805C64C90,790228.43,Rupee,790228.43,Rupee,ACH,1
2022/09/06 12:20,12,8010D4440,26818,8021F0F10,1981.18,Euro,1981.18,Euro,ACH,1
2022/09/06 04:47,222773,80862C930,122946,8083461B0,399.81,UK Pound,399.81,UK Pound,Cheque,0
2022/09/01 00:23,10,8007072A0,10,8007072A0,14.97,US Dollar,14.97,US Dollar,Reinvestment,0
2022/09/02 21:34,15695,808D1CC40,228321,80C62E0D0,48.63,US Dollar,48.63,US Dollar,Cheque,0
2022/09/13 12:10,14381,805C69E20,225263,80E6BFD50,958.79,US Dollar,958.79,US Dollar,ACH,1
2022/09/08 12:48,17327,803465880,10,80B389320,12833.01,US Dollar,12833.01,US Dollar,ACH,1
2022/09/10 01:05,2053,807D77F20,5836,808D50070,2603.73,US Dollar,2603.73,US Dollar,Cash,0
2022/09/02 13:44,225734,8095AF170,15,80AA3F780,11598.66,Australian Dollar,11598.66,Australian Dollar,ACH,1
2022/09/06 08:14,219969,80AC120A0,11904,801DB2C70,6381.11,US Dollar,6381.11,US Dollar,ACH,1
2022/09/07 16:43,18324,80721A5A0,9665,8039B4CB0,1953784.99,Yen,1953784.99,Yen,ACH,1
2022/09/10 01:49,20,80029BF80,2915,80258EEE0,912.66,Euro,912.66,Euro,Cheque,0
2022/09/06 19:43,10,8000F89F0,1601,805122650,3202.95,US Dollar,3202.95,US Dollar,Cheque,0
2022/09/08 05:41,235551,80CFC63C0,235874,80D66A5E0,934.11,Brazil Real,934.11,Brazil Real,Wire,0
2022/09/07 19:19,24869,809FE2FE0,235711,8106E01C0,1372.3,US Dollar,1372.3,US Dollar,Credit Card,0
2022/09/06 11:00,17610,80832C3E0,9679,803AB9C40,1888824.55,Yen,1888824.55,Yen,ACH,1
2022/09/02 04:42,210,80914FE80,210,8096E3260,3251.99,Canadian Dollar,3251.99,Canadian Dollar,Cheque,0
2022/09/09 17:32,6276,80D551FF0,1292,80AE68D00,15492.23,US Dollar,15492.23,US Dollar,ACH,1
2022/09/07 02:58,70,1004286A8,221198,80D096020,57.38,Euro,57.38,Euro,Cheque,0
2022/09/07 09:14,124371,80BCAB2A0,227080,811CAFA30,2805092.29,Euro,2805092.29,Euro,Cash,0
2022/09/09 10:56,1362,803F06EC0,8771,803F071E0,3524.22,US Dollar,3524.22,US Dollar,ACH,1
2022/09/02 23:35,133590,80C6E46E0,214,80CB23A10,21954.8,Mexican Peso,21954.8,Mexican Peso,Credit Card,0
2022/09/11 13:40,12381,803C75EA0,27684,80943E5F0,6206.76,Euro,6206.76,Euro,ACH,1
2022/09/06 02:14,70,1004288A0,228054,80A370450,165.06,Australian Dollar,165.06,Australian Dollar,Credit Card,1
2022/09/05 13:44,10709,8074728B0,13057,807B14D30,6326.79,Euro,6326.79,Euro,Credit Card,0
2022/09/01 00:15,22422,8084E0BC0,22422,8084E0BC0,22244.65,UK Pound,22244.65,UK Pound,Reinvestment,0
2022/09/01 12:22,1,800699BC0,17732,8030D3D60,259.78,US Dollar,259.78,US Dollar,Cheque,0
2022/09/04 15:52,117299,80A6C74F0,115249,808595F50,712.98,US Dollar,712.98,US Dollar,ACH,1
2022/09/01 10:34,238845,80E199FA0,116,80E199DC0,887.09,Swiss Franc,887.09,Swiss Franc,ACH,0
2022/09/05 03:09,4242,80BF0EAD0,124284,80BF0ED00,3169.1,US Dollar,3169.1,US Dollar,ACH,1
2022/09/08 00:26,70,100428780,112931,805364970,11478.81,Rupee,11478.81,Rupee,Cheque,0
2022/09/01 00:27,13345,801B3BCF0,13345,801B3BCF0,18.38,Euro,18.38,Euro,Reinvestment,0
2022/09/05 04:27,1665,80054B110,224866,80A3D5920,8511.88,US Dollar,8511.88,US Dollar,Cheque,0
2022/09/08 00:15,27103,8089FE450,3655,801A73050,4.93,Euro,4.93,Euro,Credit Card,0
2022/09/08 22:20,10057,803B44B40,10057,803EF2C60,140004.68,Yen,140004.68,Yen,Cheque,0
2022/09/11 08:57,21611,8051B3BF0,19535,80BAFF4A0,1460.12,US Dollar,1460.12,US Dollar,ACH,1
2022/09/06 08:31,1665,80533E240,15863,805567CC0,8577.55,Euro,8577.55,Euro,Cheque,0
2022/09/09 13:18,14387,8066FE780,216645,80715E8E0,63.3,US Dollar,63.3,US Dollar,Credit Card,0
2022/09/03 17:30,7,80766F800,26,8076FEEA0,20.36,UK Pound,20.36,UK Pound,Cash,0
2022/09/05 17:55,70,1004287C8,28,806AC2300,369638.46,Ruble,369638.46,Ruble,Cash,0
2022/09/08 09:11,11128,8045F4500,19729,806475830,1070.46,US Dollar,1070.46,US Dollar,ACH,1
2022/09/05 03:46,225215,80961D1C0,25665,80996FF40,11003.31,Canadian Dollar,11003.31,Canadian Dollar,ACH,0
2022/09/07 08:13,2843,80FBDD530,239453,80E57ABE0,13811.26,Swiss Franc,13811.26,Swiss Franc,ACH,1
2022/09/04 17:08,11056,80154DD60,1655,80154DDB0,2310.89,Euro,2310.89,Euro,ACH,1
2022/09/01 21:57,127760,80D3382E0,126783,80D338550,319696.66,US Dollar,319696.66,US Dollar,Cheque,0
2022/09/02 15:41,18107,803954C40,5627,8048A33E0,89290.61,Yuan,89290.61,Yuan,Cheque,0
2022/09/08 16:22,15040,8111CA220,38478,80EDE0B20,1399.61,Swiss Franc,1399.61,Swiss Franc,ACH,1
2022/09/11 05:16,21611,808D6F2D0,221527,809C46E10,19410.96,US Dollar,19410.96,US Dollar,ACH,1
2022/09/02 10:21,1588,800F4AF50,6129,8027D1A30,14703.24,US Dollar,14703.24,US Dollar,Cheque,0
2022/09/09 10:47,1292,8042727B0,215841,80D678770,2451.52,US Dollar,2451.52,US Dollar,Cheque,0
2022/09/10 02:20,1601,804DE5B20,9371,809891910,124.05,US Dollar,124.05,US Dollar,Cheque,0
2022/09/04 00:03,1124,800D1B6A0,1686,801386B60,1804.07,US Dollar,1804.07,US Dollar,Credit Card,0
2022/09/02 17:54,148350,812D0C3C0,148350,811FFF630,30234.15,Saudi Riyal,30234.15,Saudi Riyal,ACH,1
2022/09/03 05:39,227143,80C9CEC30,17321,809F265F0,8392.24,Euro,8392.24,Euro,ACH,1
2022/09/01 08:37,7,80628D150,116843,80646FAD0,484649.3,Ruble,484649.3,Ruble,Credit Card,0
2022/09/01 09:58,18200,80BC71240,225622,80BC51040,1268583.0,Yuan,1268583.0,Yuan,ACH,0
2022/09/05 16:18,1,80066ADC0,36868,80D889B30,204851.15,Brazil Real,204851.15,Brazil Real,Cheque,0
2022/09/05 13:11,16927,8063C3180,117143,806ADB220,4034.93,Ruble,4034.93,Ruble,Cash,0
2022/09/02 16:14,33151,803315610,11318,8032DFE60,395.06,US Dollar,395.06,US Dollar,Cheque,0
2022/09/07 07:32,7675,8093BA230,19474,80DA6F420,1338.15,US Dollar,1338.15,US Dollar,ACH,1
2022/09/07 10:36,28827,80EC53970,22732,80EC539C0,2774.41,US Dollar,2774.41,US Dollar,ACH,1
2022/09/05 16:38,1588,801887E70,112733,805409060,1452953.54,Rupee,1452953.54,Rupee,ACH,1
2022/09/07 15:12,70,1004288A0,129293,80B0BDFC0,131.9,Australian Dollar,131.9,Australian Dollar,Cheque,1
2022/09/05 14:44,70,100428A51,225,814699C31,1.198922,Bitcoin,1.198922,Bitcoin,Bitcoin,0
2022/09/01 20:35,11974,8066E2C20,5394,8077061B0,7333.43,US Dollar,7333.43,US Dollar,Cheque,0
2022/09/01 22:10,337629,80E25FE80,137218,80E25F950,3106.44,Swiss Franc,3106.44,Swiss Franc,ACH,0
2022/09/04 02:08,70,1004288A0,28416,80A8A0180,4.27,Australian Dollar,4.27,Australian Dollar,Cheque,0
2022/09/03 16:10,1588,801856350,111764,807DD0FB0,19370.62,US Dollar,19370.62,US Dollar,ACH,1
2022/09/07 09:34,23537,8018514B0,28237,80AA72BA0,4917.74,Australian Dollar,4917.74,Australian Dollar,ACH,1
2022/09/06 17:14,1522,800C68D20,21387,800E66B10,16058.87,Euro,16058.87,Euro,Credit Card,0
2022/09/02 13:30,213952,808338D40,9482,806694250,8514.12,US Dollar,8514.12,US Dollar,ACH,1
2022/09/12 12:18,1502,8014063B0,1457,800FF9AA0,3728.05,US Dollar,3728.05,US Dollar,ACH,1
2022/09/05 06:22,237316,80EBC6370,224866,80D151C70,2178.37,US Dollar,2178.37,US Dollar,ACH,1
2022/09/02 01:48,223,811E4E860,119,811E4EC90,7251.17,Saudi Riyal,7251.17,Saudi Riyal,ACH,1
2022/09/11 18:55,231706,80DD5E610,14099,80FBE30B0,16379.03,US Dollar,16379.03,US Dollar,ACH,1
2022/09/01 11:06,70,100428660,37964,80E158220,3.21,US Dollar,3.21,US Dollar,Cash,1
2022/09/03 14:54,136353,80D6DC9F0,13078,8053B01E0,421547.26,Rupee,421547.26,Rupee,ACH,1
2022/09/01 00:04,15231,8027B2C00,220967,81017B8F0,1357.72,Euro,1357.72,Euro,Cheque,0
2022/09/05 10:38,133826,8115289D0,120046,811525170,4934.64,US Dollar,4934.64,US Dollar,ACH,0
2022/09/10 03:36,15010,8069E70C0,24144,80E2ECD80,2224.1,Euro,2224.1,Euro,Cash,0
2022/09/10 09:47,214749,805DB7F20,14549,801D08580,12729.42,US Dollar,12729.42,US Dollar,ACH,1
2022/09/01 22:26,48309,811C599A0,119,811C597B0,48972.89,Saudi Riyal,48972.89,Saudi Riyal,ACH,1
2022/09/08 06:10,22575,808C0E7A0,1547,8028F2650,6354.61,Euro,6354.61,Euro,ACH,1
2022/09/03 04:26,113744,8116A64B0,228321,811706930,1588.82,US Dollar,1588.82,US Dollar,ACH,1
2022/09/03 02:56,18617,80394DF10,13145,804D8E710,2540.0,US Dollar,2540.0,US Dollar,Credit Card,0
2022/09/02 07:24,323239,80FBF8CA0,225263,80FBF9180,160.62,US Dollar,160.62,US Dollar,Cheque,0
2022/09/05 02:47,70,1004286A8,21745,80388A540,2026.82,Euro,2026.82,Euro,Cash,0
2022/09/12 11:04,119,8000DB3C0,223,811A65E30,15008.58,Saudi Riyal,15008.58,Saudi Riyal,ACH,1
2022/09/01 08:29,148350,811FFF630,148350,812D0C3C0,72231.01,Saudi Riyal,72231.01,Saudi Riyal,ACH,1
2022/09/05 04:09,23,8000EF220,12,80023E6E0,37.34,Euro,37.34,Euro,Credit Card,0
2022/09/07 12:02,210319,803CC8F60,25866,80E27AA10,12754.41,Euro,12754.41,Euro,ACH,1
2022/09/09 21:45,1292,804627160,2053,80A0F3930,143.49,US Dollar,143.49,US Dollar,Wire,0
2022/09/04 13:45,245093,810CC58D0,245558,8115AD860,699.36,Shekel,699.36,Shekel,Cheque,0
2022/09/02 23:10,238190,80F71CC80,41745,80F751690,282889.91,Swiss Franc,282889.91,Swiss Franc,Cheque,0
2022/09/11 17:46,225690,80ABA62A0,111425,80AE269B0,14498.35,US Dollar,14498.35,US Dollar,ACH,1
2022/09/02 13:21,1501,800981370,1420,8002B9DE0,2847.53,US Dollar,2847.53,US Dollar,ACH,1
2022/09/08 04:38,70,100428660,20226,80B535C20,675.92,US Dollar,675.92,US Dollar,Cash,1
2022/09/09 10:29,148350,81202C920,148348,81202D5D0,2862.98,Saudi Riyal,2862.98,Saudi Riyal,ACH,1
2022/09/02 22:55,25202,80948B400,25202,809524230,1223.12,Canadian Dollar,1223.12,Canadian Dollar,Wire,0
2022/09/06 11:01,19,80948BAB0,25534,809D85BE0,413.88,Canadian Dollar,413.88,Canadian Dollar,Cheque,0
2022/09/10 08:40,22,8000EFAA0,22,8001BD460,3589.05,Euro,3589.05,Euro,ACH,1
2022/09/05 03:51,70,100428660,215841,805E98B50,1274.73,US Dollar,1274.73,US Dollar,Credit Card,1
2022/09/02 17:39,28694,8075535A0,8771,807555770,2582.81,US Dollar,2582.81,US Dollar,ACH,1
2022/09/02 18:45,5,807667DF0,23289,812CAB630,2048.54,UK Pound,2048.54,UK Pound,Credit Card,0
2022/09/07 18:14,71,80563D160,1547,8028F2650,16923.14,Euro,16923.14,Euro,ACH,1
2022/09/08 10:11,111326,80EBF1580,13145,80145D800,15015.53,US Dollar,15015.53,US Dollar,ACH,1
2022/09/04 07:42,21831,80337CB30,25768,80DD458F0,9.78,Euro,9.78,Euro,ACH,0
2022/09/08 22:00,220572,807E03150,21884,808862FD0,62.15,UK Pound,62.15,UK Pound,Credit Card,0
2022/09/02 00:57,908,800957210,1674,8003B8230,19361.27,US Dollar,19361.27,US Dollar,ACH,1
2022/09/11 13:55,1292,800DF30E0,112497,804D99520,449279.44,Rupee,449279.44,Rupee,ACH,1
2022/09/04 19:32,22806,801F99700,15231,80FFE7970,47.95,Euro,47.95,Euro,Cheque,0
2022/09/01 00:40,22575,80875F1B0,122047,808B27B70,20.29,UK Pound,20.29,UK Pound,Wire,0
2022/09/10 10:38,1655,8010D1180,13083,808A02960,16382.13,Euro,16382.13,Euro,ACH,1
2022/09/06 21:47,19535,810EF7960,18549,810EF7A00,1156.23,US Dollar,1156.23,US Dollar,ACH,1
2022/09/06 13:08,39721,80F203B70,13667,805438E60,923851.69,Rupee,923851.69,Rupee,ACH,1
2022/09/03 11:56,19477,80A948DB0,19740,80A9491C0,18875.95,Yuan,18875.95,Yuan,ACH,1
2022/09/01 00:23,31546,80179E160,23842,8018698E0,7875.73,US Dollar,7875.73,US Dollar,ACH,0
2022/09/09 00:20,154477,814799991,126,813F46D51,0.003415,Bitcoin,0.003415,Bitcoin,Bitcoin,0
2022/09/05 16:13,121987,808671D00,7,8087E02D0,24554.07,UK Pound,24554.07,UK Pound,ACH,0
2022/09/02 00:28,70,1004286A8,18180,80775D2D0,87.01,Euro,87.01,Euro,Cheque,1
2022/09/13 10:36,1420,8051BABA0,16388,81211ED00,1370.19,Euro,1370.19,Euro,ACH,1
2022/09/11 13:24,25981,802A66370,15,803DE4A90,484853.35,Yen,484853.35,Yen,ACH,1
2022/09/05 11:44,13327,801A89830,22205,801E3FFA0,10280.39,US Dollar,10280.39,US Dollar,Credit Card,0
2022/09/02 15:18,29251,803E80C10,111433,807B9CBA0,45738.4,US Dollar,45738.4,US Dollar,Cheque,0
2022/09/05 16:14,21174,800CBC790,24161,809CDC100,2263.69,US Dollar,2263.69,US Dollar,Wire,0
2022/09/01 09:06,15231,80266F880,23691,8021353D0,25.22,Euro,25.22,Euro,ACH,1
2022/09/06 16:30,70,100428660,122151,81112BB40,214.0,US Dollar,214.0,US Dollar,Credit Card,1
2022/09/07 01:35,2439,8026C9B20,16224,803E36FF0,38.35,US Dollar,38.35,US Dollar,Cheque,0
2022/09/08 16:20,1299,8009D3030,111764,807081420,13257.33,US Dollar,13257.33,US Dollar,ACH,1
2022/09/11 11:36,20,802792890,15055,805EF85E0,15478.11,Euro,15478.11,Euro,ACH,1
