Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/08 04:13,12719,80136FFE0,1068,801374B10,4453.61,US Dollar,4453.61,US Dollar,ACH,0
2022/09/01 00:11,219969,80971E050,219969,80971E050,182658.6,US Dollar,182658.6,US Dollar,Reinvestment,0
2022/09/17 13:21,1,80C356B30,13057,801F61E70,12022.79,Euro,12022.79,Euro,ACH,1
2022/09/07 06:56,70,100428660,12803,806A6F050,462.13,US Dollar,462.13,US Dollar,Cash,0
2022/09/01 14:44,1588,8006313B0,1588,8006313B0,106422.4,US Dollar,106422.4,US Dollar,Reinvestment,0
2022/09/02 18:57,245668,810A47750,144639,810C34340,4195.7,Shekel,4195.7,Shekel,Cheque,0
2022/09/02 17:27,7,806BC8DE0,218638,8070A3B30,74659.52,Ruble,74659.52,Ruble,Cheque,0
2022/09/03 16:32,24132,8020176D0,17401,809931C40,1584.4,US Dollar,1584.4,US Dollar,Cheque,0
2022/09/06 21:04,154043,81402DCD1,153502,814779741,0.003483,Bitcoin,0.003483,Bitcoin,Bitcoin,0
2022/09/10 05:08,20,8004F4C80,17321,80787C0D0,53830.61,Euro,53830.61,Euro,Cheque,0
2022/09/09 20:32,24856,809164F50,24856,809164F50,0.25,Swiss Franc,0.35,Canadian Dollar,ACH,0
2022/09/09 10:50,70,100428660,14433,804F1EA70,201.84,US Dollar,201.84,US Dollar,Credit Card,0
2022/09/06 05:25,20,80005A6B0,11,802A6DF40,11.31,Euro,11.31,Euro,Cash,0
2022/09/02 09:49,110057,8043E0BB0,15,80C40DE90,1451142.58,Yen,1451142.58,Yen,ACH,0
2022/09/09 18:48,32952,80A894C80,410,80A892B00,320.81,Euro,320.81,Euro,ACH,0
2022/09/06 04:42,3698,80B493C00,11899,80EC174E0,109.32,US Dollar,109.32,US Dollar,Cheque,0
2022/09/09 00:20,241021,80F5D7EE0,238845,80E8B0D90,99.35,Swiss Franc,99.35,Swiss Franc,Credit Card,0
2022/09/05 12:44,2947,8011B81E0,9129,8085283B0,29933.17,US Dollar,29933.17,US Dollar,Credit Card,0
2022/09/05 05:14,18097,803911290,19593,808F70CA0,7299.17,Yuan,7299.17,Yuan,Credit Card,0
2022/09/03 00:06,14325,80333CBB0,128684,80C495400,45.92,US Dollar,45.92,US Dollar,Credit Card,0
2022/09/05 11:32,3420,802E00850,11904,813932360,1606.02,US Dollar,1606.02,US Dollar,Cheque,0
2022/09/01 10:17,11405,80111CCE0,4403,8069707E0,4691.43,US Dollar,4691.43,US Dollar,Credit Card,0
2022/09/02 19:23,25202,809A02840,25170,809E96230,5566.29,Canadian Dollar,5566.29,Canadian Dollar,Cheque,0
2022/09/03 14:44,7,807E70980,220504,8086B1AE0,23091.5,UK Pound,23091.5,UK Pound,Credit Card,0
2022/09/01 05:19,1729,805A50C20,8354,80E4B6D20,1576.67,US Dollar,1576.67,US Dollar,Credit Card,0
2022/09/06 05:32,70,100428858,24922,8091A93E0,66060.23,Canadian Dollar,66060.23,Canadian Dollar,Cheque,0
2022/09/10 21:16,20,800247D20,23,800448A00,130.4,Euro,130.4,Euro,Cheque,0
2022/09/05 06:39,70,100428A08,48308,812A81D20,81960.41,Saudi Riyal,81960.41,Saudi Riyal,Credit Card,0
2022/09/09 19:30,15010,801FC0CA0,8074,80803C930,720.59,Euro,720.59,Euro,Cash,0
2022/09/07 18:10,10,801307750,3229,8052BACA0,81.46,US Dollar,81.46,US Dollar,Cheque,0
2022/09/06 13:58,44873,810ABB0F0,244187,8114F06B0,22456.37,Shekel,22456.37,Shekel,Credit Card,0
2022/09/03 12:36,223908,80ABB61A0,223908,80ABB61A0,2517.54,US Dollar,2148.47,Euro,ACH,0
2022/09/03 05:19,11157,8013120E0,3881,802907650,102.64,Euro,102.64,Euro,Cheque,0
2022/09/02 15:30,70,100428930,134939,80CF89040,777.54,Brazil Real,777.54,Brazil Real,Credit Card,0
2022/09/01 00:28,18460,80A679B80,18460,80A679B80,836.17,Euro,836.17,Euro,Reinvestment,0
2022/09/01 03:56,12797,802A7B480,5425,802540170,2384.77,Euro,2384.77,Euro,Credit Card,0
2022/09/01 02:26,21575,807531F00,15747,811E17780,7502.84,US Dollar,7502.84,US Dollar,Credit Card,0
2022/09/05 17:48,112064,804FFAC10,113090,805D70CF0,419315.45,Rupee,419315.45,Rupee,Cheque,0
2022/09/05 12:06,13345,807ABBBE0,21142,81261E4B0,1203.4,Euro,1203.4,Euro,Cheque,0
2022/09/08 11:54,18200,808958870,13649,811B37580,5156.17,Yuan,5156.17,Yuan,Cheque,0
2022/09/04 19:56,5627,8036BB8D0,18107,80F459C80,2913.5,Yuan,2913.5,Yuan,Cheque,0
2022/09/02 21:02,13145,803EA82D0,18617,806A3AA30,30554.25,US Dollar,30554.25,US Dollar,Cheque,0
2022/09/08 09:21,113744,805B876E0,136973,80E6A2F10,1286.29,US Dollar,1286.29,US Dollar,Cheque,0
2022/09/09 17:52,28726,8078FA360,3514,808044C50,4061.78,Euro,4061.78,Euro,Credit Card,0
2022/09/05 10:38,10057,803B6B610,210319,8040F1470,130981.59,Yen,130981.59,Yen,Cash,0
2022/09/06 08:58,25768,8081C5230,17174,80E7924D0,30.99,Euro,30.99,Euro,Cash,0
2022/09/01 19:25,5466,8077A52F0,13862,80AF01820,25.74,Euro,25.74,Euro,Cheque,0
2022/09/02 02:59,312365,811B09AD0,21749,811B09A80,630.76,Euro,630.76,Euro,ACH,0
2022/09/01 09:37,14077,80364AB80,14077,80364AB80,1953379.68,US Dollar,1953379.68,US Dollar,Reinvestment,0
2022/09/07 05:44,28317,80A7C1F50,28779,80A7C5E20,5218.28,Australian Dollar,5218.28,Australian Dollar,ACH,1
2022/09/05 23:47,70,1004286A8,13057,80AB1EC30,1085007.39,Euro,1085007.39,Euro,Cheque,0
2022/09/02 00:13,220,8001CF060,2843,800BE8B00,3578.66,US Dollar,3578.66,US Dollar,ACH,0
2022/09/08 16:41,1124,80AC45CA0,1124,80AC45CA0,1553.71,Shekel,460.09,US Dollar,ACH,0
2022/09/01 15:49,5836,803980650,5836,803980650,289884.92,US Dollar,289884.92,US Dollar,Reinvestment,0
2022/09/01 08:29,1502,801C105E0,13554,801C05230,3137.51,Euro,3137.51,Euro,ACH,0
2022/09/10 05:30,219444,80F2BF740,217959,8130EAFA0,480.89,Euro,480.89,Euro,Cash,0
2022/09/06 21:14,16649,806216190,287,80627F4C0,44.48,Ruble,44.48,Ruble,ACH,0
2022/09/02 12:05,2591,800329820,7548,805751D30,693.27,Euro,693.27,Euro,Cheque,0
2022/09/08 19:38,16586,80734C290,122946,808B9BF10,93.99,UK Pound,93.99,UK Pound,Cheque,0
2022/09/06 05:29,10057,803B6B610,210319,8040F1470,130981.59,Yen,130981.59,Yen,Cash,0
2022/09/10 19:53,48309,812041AB0,121,81239A110,42.61,Saudi Riyal,42.61,Saudi Riyal,ACH,0
2022/09/09 02:26,1853,804DC65F0,12803,80F082280,992.41,US Dollar,992.41,US Dollar,Cheque,0
2022/09/03 06:30,238845,80E284200,137218,80F1B16E0,19797.6,Swiss Franc,19797.6,Swiss Franc,Credit Card,0
2022/09/09 00:21,21575,80128D350,227859,80AE969E0,5941.82,US Dollar,5941.82,US Dollar,Cash,0
2022/09/01 19:45,1411,800BB9C30,12719,8021D8460,1417.64,US Dollar,1417.64,US Dollar,Credit Card,0
2022/09/01 17:39,1501,8009D2BC0,17861,8064543A0,592.87,Euro,592.87,Euro,Cheque,0
2022/09/09 08:29,132722,80E128910,147241,813C56A30,1721.79,US Dollar,1721.79,US Dollar,Cash,0
2022/09/01 15:11,70,1004286A8,1299,802572320,792.17,Euro,792.17,Euro,Credit Card,0
2022/09/06 20:08,70,1004286A8,51159,8134B17E0,131.54,Euro,131.54,Euro,Cheque,0
2022/09/06 05:54,70,100428660,2843,801134B30,85.29,US Dollar,85.29,US Dollar,Cash,0
2022/09/01 17:33,39775,80ED63490,39775,80ED63490,13954.47,Swiss Franc,13954.47,Swiss Franc,Reinvestment,0
2022/09/02 20:21,231744,80C05E490,131086,80C516890,8616.08,Mexican Peso,8616.08,Mexican Peso,Credit Card,0
2022/09/02 03:56,1,8000F4D20,1,8001EA4A0,2355.45,US Dollar,2355.45,US Dollar,Cheque,0
2022/09/05 11:54,15723,802EE3DB0,18819,805AA6BC0,837.41,US Dollar,837.41,US Dollar,Cash,0
2022/09/06 14:55,212789,804B56250,7,807C35490,4445.55,UK Pound,4445.55,UK Pound,ACH,1
2022/09/07 18:18,4403,805BDE3E0,6179,80C016A00,5579.81,US Dollar,5579.81,US Dollar,Cheque,0
2022/09/01 00:26,10,80D61CCA0,134939,80DA24210,693356.02,Brazil Real,693356.02,Brazil Real,Cash,0
2022/09/10 00:23,12,80053AB90,1047,80DF730B0,58.89,US Dollar,58.89,US Dollar,Credit Card,0
2022/09/02 09:02,11318,800F10840,4503,804DFD0E0,5607.52,US Dollar,5607.52,US Dollar,Cheque,0
2022/09/05 00:15,23555,8019CBF70,215803,8069BBDD0,0.73,Euro,0.73,Euro,Credit Card,0
2022/09/05 11:16,13083,801A3ED00,3489,8025432D0,623.95,Euro,623.95,Euro,Cheque,0
2022/09/05 00:17,224466,80B4BAFB0,22828,802574FE0,99.16,US Dollar,99.16,US Dollar,Credit Card,0
2022/09/08 04:03,31820,8128D4FC0,136731,812ADA180,6015.76,Euro,6015.76,Euro,Credit Card,0
2022/09/01 13:58,19,8094BC250,122055,809669A70,7159.87,Canadian Dollar,7159.87,Canadian Dollar,Credit Card,0
2022/09/07 03:19,2385,80A58E280,129470,80D33D010,10818.5,US Dollar,10818.5,US Dollar,ACH,0
2022/09/07 00:52,11056,800C73900,1502,80282E740,265.65,Euro,265.65,Euro,Credit Card,0
2022/09/07 08:40,220504,807694FA0,222773,808730AF0,32.84,UK Pound,32.84,UK Pound,ACH,0
2022/09/05 00:13,43049,80FDCC5E0,1198,8101380B0,177.16,Shekel,177.16,Shekel,Credit Card,0
2022/09/09 04:55,24482,805AE4380,16431,806C436D0,1107.96,Euro,1107.96,Euro,Cheque,0
2022/09/01 10:48,120292,80861E250,120292,80861E250,14.71,UK Pound,14.71,UK Pound,Reinvestment,0
2022/09/06 02:06,70,1004287C8,16927,806EDF310,6692.75,Ruble,6692.75,Ruble,Cheque,0
2022/09/09 09:21,16678,80611D700,9,8061E30F0,796727.85,Ruble,796727.85,Ruble,Credit Card,0
2022/09/09 03:17,213,80906CBC0,214,8092E6B00,4265.79,Canadian Dollar,4265.79,Canadian Dollar,Cheque,0
2022/09/07 03:14,10,800AD0B30,12735,802AA70C0,191.05,US Dollar,191.05,US Dollar,Credit Card,0
2022/09/01 07:34,70,100428660,3229,806B00D40,50588.97,US Dollar,50588.97,US Dollar,Cheque,0
2022/09/05 06:52,5175,812F54B30,152280,813BFBBA0,239.29,Euro,239.29,Euro,Cheque,0
2022/09/01 21:56,115976,8068CE560,20727,80939F0B0,2560.89,Euro,2560.89,Euro,Cheque,0
2022/09/05 11:14,12,80C651640,33750,80C7EEF30,1002252.18,Mexican Peso,1002252.18,Mexican Peso,Cheque,0
2022/09/08 00:13,120511,808A48D50,127999,80AA8A250,10.15,Australian Dollar,10.15,Australian Dollar,Credit Card,0
2022/09/05 13:23,42225,80F9BF7B0,243101,80FBFDF70,2774.65,Swiss Franc,2774.65,Swiss Franc,ACH,0
2022/09/01 00:08,24856,8096CB340,24856,8096CB340,2128.95,Canadian Dollar,2128.95,Canadian Dollar,Reinvestment,0
2022/09/02 19:56,11056,800A07D80,210431,81231D120,79.42,Euro,79.42,Euro,Cheque,0
2022/09/01 00:00,15,8021584C0,9679,8039D12A0,1729585.26,Yen,1729585.26,Yen,Cash,0
2022/09/03 06:25,117299,80C9FE8B0,130596,80D37AEF0,126.67,US Dollar,126.67,US Dollar,Cheque,0
2022/09/01 19:23,113798,809F24A20,113798,809F24A20,10.05,US Dollar,10.05,US Dollar,Reinvestment,0
2022/09/05 12:35,5175,8077C66A0,24840,80DCE6F20,109.27,Euro,109.27,Euro,Cheque,0
2022/09/10 04:48,24,80442A7A0,10060,8145E8FC0,50081.39,Yen,50081.39,Yen,Cash,0
2022/09/03 22:32,12,80023D380,1024,8007EA7D0,4007.37,Euro,4007.37,Euro,Credit Card,0
2022/09/07 20:48,53744,81406E411,254242,814123601,0.522688,Bitcoin,0.522688,Bitcoin,Bitcoin,0
2022/09/06 20:05,20,8006E4840,1669,80257AAC0,22368.67,Euro,22368.67,Euro,Credit Card,0
2022/09/09 16:32,7,804AA6540,13667,80505D050,42388.09,Rupee,42388.09,Rupee,Cash,0
2022/09/07 06:42,23,800240940,12797,801842E40,181.46,Euro,181.46,Euro,Credit Card,0
2022/09/05 17:49,248734,812EF0340,232555,812ED3650,1591.44,US Dollar,1591.44,US Dollar,ACH,0
2022/09/02 16:37,13057,80AB1EC30,217959,813A9CBF0,577.93,Euro,577.93,Euro,Cheque,0
2022/09/10 01:18,26,80766AE20,222773,808416B00,859.48,UK Pound,859.48,UK Pound,Cheque,0
2022/09/07 22:21,112,80DBF1E80,117,80DC1A430,4353.52,Swiss Franc,4353.52,Swiss Franc,Credit Card,0
2022/09/01 00:09,239453,80F16F870,141166,80F49D4E0,105.5,Swiss Franc,105.5,Swiss Franc,Credit Card,0
2022/09/06 01:45,17729,80A0C6530,2843,811C81AF0,1772.31,US Dollar,1772.31,US Dollar,Cash,0
2022/09/01 19:56,410,801425F40,6052,8025DF3E0,14275.52,Euro,14275.52,Euro,Cash,0
2022/09/10 17:35,6179,803C88C60,7195,8088E3C90,253.26,Euro,253.26,Euro,ACH,0
2022/09/06 23:32,71,8047C5EC0,12,804AE4570,53056.9,Rupee,53056.9,Rupee,Cash,0
2022/09/07 11:32,23146,8095EB330,18067,80A207810,312.66,Yuan,312.66,Yuan,Credit Card,0
2022/09/01 00:07,26302,809DB5E80,26302,809DB5E80,417.96,Canadian Dollar,417.96,Canadian Dollar,Reinvestment,0
2022/09/09 10:28,2824,802B42540,1588,8030BBD70,4337.52,US Dollar,4337.52,US Dollar,ACH,0
2022/09/05 14:39,1490,800CA62A0,11056,800D890C0,277.21,Euro,277.21,Euro,Cash,0
2022/09/06 10:53,1198,80FD421A0,14,80FD86B10,7293.13,Shekel,7293.13,Shekel,Credit Card,0
2022/09/04 09:13,22806,802787F20,5140,80418F6C0,76.37,US Dollar,76.37,US Dollar,Credit Card,0
2022/09/02 19:46,213,8094FF0D0,25170,8098D0760,4471.48,Canadian Dollar,4471.48,Canadian Dollar,ACH,0
2022/09/04 01:54,17321,809429280,1502,80B829340,685.84,Euro,685.84,Euro,ACH,0
2022/09/02 04:39,213,809078C90,24779,80909FEB0,2584.3,Canadian Dollar,2584.3,Canadian Dollar,Cheque,0
2022/09/08 12:37,127593,80A374D60,27995,80A490250,1689.68,Australian Dollar,1689.68,Australian Dollar,Cheque,0
2022/09/02 02:20,15231,8025D3E70,29069,813206660,1383278.11,Euro,1383278.11,Euro,ACH,0
2022/09/05 22:03,6,80A1B0D90,27621,80A5B6C60,2517.68,Australian Dollar,2517.68,Australian Dollar,Cheque,0
2022/09/01 00:00,339536,8124823D0,1490,812481410,8793.14,Euro,8793.14,Euro,ACH,0
2022/09/09 03:17,210292,803E071D0,210292,803E071D0,1.04,US Dollar,109.09,Yen,ACH,0
2022/09/02 22:03,323151,80C7C9970,1665,80C7C9A10,116.65,US Dollar,116.65,US Dollar,Cheque,0
2022/09/02 23:51,152627,813CCC971,153502,813EA97B1,0.075501,Bitcoin,0.075501,Bitcoin,Bitcoin,0
2022/09/05 00:05,28,80AA6FE50,27621,80A40E550,98.35,Australian Dollar,98.35,Australian Dollar,Credit Card,0
2022/09/09 05:52,28768,80B013ED0,28768,80B1F73B0,69256.82,Australian Dollar,69256.82,Australian Dollar,Wire,0
2022/09/01 23:15,70,1004287C8,217641,806D613B0,5657.54,Ruble,5657.54,Ruble,Credit Card,0
2022/09/01 15:49,32375,80D8025B0,32375,80D8025B0,592764.7,US Dollar,592764.7,US Dollar,Reinvestment,0
2022/09/06 07:54,1124,800704070,12735,801260570,447.38,US Dollar,447.38,US Dollar,Credit Card,0
2022/09/10 11:04,701,801E39B80,701,801E39B80,92.73,Euro,108.66,US Dollar,ACH,0
2022/09/06 16:01,117698,808902530,111121,808902710,1126.06,Euro,1126.06,Euro,ACH,0
2022/09/01 16:54,211,80A454000,28,80A73A960,354.51,Australian Dollar,354.51,Australian Dollar,Credit Card,0
2022/09/06 06:37,70,100428660,233564,811759140,43.67,US Dollar,43.67,US Dollar,Cheque,0
2022/09/01 02:18,3144,80146E200,3144,80146E200,20.76,US Dollar,20.76,US Dollar,Reinvestment,0
2022/09/06 12:04,5,80766AA80,5,807735550,146.8,UK Pound,146.8,UK Pound,Cheque,0
2022/09/05 17:57,5,80861B460,222858,80AAA10C0,1084.34,UK Pound,1084.34,UK Pound,ACH,0
2022/09/07 06:23,70,100428780,213737,804FBF5E0,780604.2,Rupee,780604.2,Rupee,Credit Card,0
2022/09/05 17:59,15180,80204C2E0,410,805382CF0,1942.75,Euro,1942.75,Euro,Cheque,0
2022/09/09 08:23,908,808DED870,10,8139A1A70,187.27,US Dollar,187.27,US Dollar,Wire,0
2022/09/08 22:03,220,81376D7E1,154043,8142CCE21,0.181909,Bitcoin,0.181909,Bitcoin,Bitcoin,0
2022/09/10 12:14,2824,80163B6C0,16586,8048888B0,7.69,US Dollar,7.69,US Dollar,Cheque,0
2022/09/01 15:03,220572,807C6C590,220572,807C6C590,12058.39,UK Pound,12058.39,UK Pound,Reinvestment,0
2022/09/06 08:07,21,8036974B0,15,80385EB30,65550.08,Yen,65550.08,Yen,Credit Card,0
2022/09/09 18:32,908,80164E550,132921,8141C8100,1727.23,US Dollar,1727.23,US Dollar,Cheque,0
2022/09/07 17:15,220504,80AA9A690,221765,8137ECBC0,1322.25,UK Pound,1322.25,UK Pound,Credit Card,0
2022/09/06 23:17,3420,8015E0650,1241,802D15900,2109.34,US Dollar,2109.34,US Dollar,Credit Card,0
2022/09/03 15:42,246581,8114E3E50,243897,8119F78F0,63.39,Shekel,63.39,Shekel,Cash,0
2022/09/09 22:28,211,80770E1B0,211,807F7D090,3849.47,UK Pound,3849.47,UK Pound,Credit Card,0
2022/09/09 07:56,122463,808809A40,26,80883F240,190.03,UK Pound,190.03,UK Pound,Credit Card,0
2022/09/02 15:07,39556,80F445040,117,80F7177D0,654.57,Swiss Franc,654.57,Swiss Franc,ACH,0
2022/09/02 02:56,12,804E08B80,12,80597F830,411785.16,Rupee,411785.16,Rupee,Cash,0
2022/09/09 05:24,22,8001BA1D0,11,800D4CAD0,484.78,Euro,484.78,Euro,Cheque,0
2022/09/07 09:08,1244,80221A330,1674,80238C080,576.93,US Dollar,576.93,US Dollar,Credit Card,0
2022/09/03 06:56,224449,80AEB4990,224449,80AEB4990,28.64,Euro,33.56,US Dollar,ACH,0
2022/09/02 20:30,70,100428660,15040,80FD853A0,574846.81,US Dollar,574846.81,US Dollar,Cheque,0
2022/09/02 07:00,70,1004286A8,29069,8089FDC90,927.85,Euro,927.85,Euro,Credit Card,0
2022/09/03 09:40,70,100428660,218472,814341FE0,158.84,US Dollar,158.84,US Dollar,Credit Card,0
2022/09/07 13:30,70,100428810,21568,80B20B740,27335.19,UK Pound,27335.19,UK Pound,Cheque,0
2022/09/10 22:39,111443,8057F2820,111631,8068724E0,1880.7,US Dollar,1880.7,US Dollar,Cheque,0
2022/09/01 01:50,7042,806DA2BC0,7042,806DA2BC0,11.64,US Dollar,11.64,US Dollar,Reinvestment,0
2022/09/07 06:42,513,800CBCFB0,22828,8010F0F90,140.16,US Dollar,140.16,US Dollar,ACH,0
2022/09/01 00:26,312093,80E9332C0,312093,80E9332C0,1018212.76,Yen,1018212.76,Yen,Reinvestment,0
2022/09/08 00:01,13057,8018EFF20,17321,80BB45F80,1932.19,Euro,1932.19,Euro,Cheque,0
2022/09/09 21:43,2053,800DD27F0,21174,8009F1F30,654.44,US Dollar,654.44,US Dollar,Cheque,0
2022/09/07 10:13,23885,805DEB4F0,25547,80D09EE10,312.01,US Dollar,312.01,US Dollar,Credit Card,0
2022/09/02 02:59,21387,800FD8110,3489,804EC6370,2473.44,Euro,2473.44,Euro,Credit Card,0
2022/09/07 15:36,1490,80AB92B90,3123,80DA63200,25327.75,Euro,25327.75,Euro,Cheque,0
2022/09/06 20:14,220572,80836BC10,220541,8083FE3D0,310.27,UK Pound,310.27,UK Pound,Cheque,0
2022/09/01 00:07,1362,8015322B0,1244,802C59B50,1807991.77,US Dollar,1807991.77,US Dollar,ACH,0
2022/09/04 18:29,27103,80F93F560,13057,80DED0520,19959.31,Euro,19959.31,Euro,ACH,1
2022/09/01 00:11,1244,800F10420,1244,800F10420,21.53,US Dollar,21.53,US Dollar,Reinvestment,0
2022/09/02 22:55,116425,806C01360,118190,806D73330,4755504.42,Ruble,4755504.42,Ruble,ACH,0
2022/09/09 17:58,13083,807BFE720,16643,812649F00,134.12,Euro,134.12,Euro,Cheque,0
2022/09/05 23:46,14099,8018A89C0,15980,802ED9550,1227.65,US Dollar,1227.65,US Dollar,ACH,0
2022/09/03 15:35,16,804FDAC10,14766,8057A5C70,177737.08,Rupee,177737.08,Rupee,Credit Card,0
2022/09/09 19:16,3242,8040A5170,115159,80E332710,317.43,US Dollar,317.43,US Dollar,Credit Card,0
2022/09/07 12:20,2824,8034A01D0,10057,803DD6FB0,52252887.81,Yen,52252887.81,Yen,Credit Card,0
2022/09/01 13:01,23146,8021470F0,18107,8039AC560,192552170.76,Yuan,192552170.76,Yuan,Cheque,0
2022/09/09 05:52,220,810004BF0,14,81015FC50,943.58,Shekel,943.58,Shekel,Credit Card,0
2022/09/05 03:15,908,800D38170,2053,8052351D0,762.51,US Dollar,762.51,US Dollar,Cheque,0
2022/09/05 20:07,12,800151C60,12,8004B08C0,7961.22,US Dollar,7961.22,US Dollar,Cheque,0
2022/09/01 23:20,16011,802BADF60,26463,802D10D40,2334.49,Euro,2334.49,Euro,Credit Card,0
2022/09/01 12:35,238744,80F58FE00,11157,812C4AFC0,72.66,US Dollar,72.66,US Dollar,Cheque,0
2022/09/02 22:19,10605,804139940,11687,8044FD760,30652.72,Yen,30652.72,Yen,Wire,0
2022/09/01 03:36,1467,80AFD27F0,1362,8116AFED0,342.49,US Dollar,342.49,US Dollar,Cheque,0
2022/09/10 16:04,13078,804CAB5B0,112637,8059B56C0,8420.45,Rupee,8420.45,Rupee,Cheque,0
2022/09/10 04:24,70,100428A08,251123,811EA20D0,158.01,Saudi Riyal,158.01,Saudi Riyal,Credit Card,0
2022/09/02 06:12,16787,80614B6F0,10,80621E8D0,12458.32,Ruble,12458.32,Ruble,Credit Card,0
2022/09/02 16:43,238845,80E52A280,112,80F042D40,84394.16,Swiss Franc,84394.16,Swiss Franc,Cheque,0
2022/09/10 10:07,24856,809A5B840,125633,809A5BF90,2272.52,Canadian Dollar,2272.52,Canadian Dollar,ACH,0
2022/09/09 21:09,13345,8023A4D90,112212,804913B90,25158.37,Euro,25158.37,Euro,Cheque,0
2022/09/05 23:16,43049,80FFB48E0,244192,810CF26F0,498.42,Shekel,498.42,Shekel,Cheque,0
2022/09/08 12:17,11157,800F33480,1688,801703570,255.75,US Dollar,255.75,US Dollar,Credit Card,0
2022/09/01 00:02,22164,80726C600,233252,811A97BC0,11774.63,US Dollar,11774.63,US Dollar,Credit Card,0
2022/09/04 01:30,27444,8033F39F0,2991,8075A43F0,75.6,US Dollar,75.6,US Dollar,Credit Card,0
2022/09/06 07:54,21831,8013A2750,12513,801696F10,452.53,Euro,452.53,Euro,Credit Card,0
2022/09/01 23:31,137218,80E7D27E0,39775,80E9DAB20,278.19,Swiss Franc,278.19,Swiss Franc,Credit Card,0
2022/09/09 21:46,2439,803A08780,211212,8091FB8D0,31.01,US Dollar,31.01,US Dollar,Credit Card,0
2022/09/05 10:21,28,80A1D9320,28,80A238710,383.14,Australian Dollar,383.14,Australian Dollar,ACH,0
2022/09/09 04:00,32544,8023C7730,1299,8023C75F0,158.38,Euro,158.38,Euro,Cash,0
